Text,Label
"I feel tense all the time, like im bracing for something.",Anxiety
"I hate uncertainty, it makes me feel out of control.",Anxiety
I hate uncertainty. It makes me feel out of control.,Anxiety
I don't feel excited about anything anymore.,Depression
Why do I feel so excited about anything anymore?,Depression
How do I get out of bed?,Depression
How do I get out of bed without feeling like a chore?,Depression
I have stopped loving the things that I used to love.,Depression
I've stopped loving the things I used to love.,Depression
I feel numb most of the day.,Depression
I feel numb most of the day. what should I do?,Depression
Even the smallest tasks feel overwhelming now.,Depression
"Even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks feel overwhelming now, even the smallest tasks",Depression
i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im,Depression
I feel like im going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going through the motions. i feel like im just going,Depression
What is the point of trying anymore?,Depression
Is there any point in trying anymore?,Depression
I sleep too much but still feel exhausted.,Depression
I sleep too much and still feel exhausted.,Depression
I feel like a burden to everyone around me.,Depression
I feel like a burden to everyone around me. I feel like a burden to everyone around me.,Depression
My appetite has changed for no reason. I can't eat anymore.,Depression
My appetite has completely changed for no reason. I can't eat anymore.,Depression
I get distracted halfway through every task i start.,ADHD( Attention deficit hyperactivity disorder)
I get distracted halfway through every task I start.,ADHD( Attention deficit hyperactivity disorder)
My mind jumps from one thing to another constantly.,ADHD( Attention deficit hyperactivity disorder)
My mind jumps from one thing to the next constantly.,ADHD( Attention deficit hyperactivity disorder)
Why can't I sit still during meetings?,ADHD( Attention deficit hyperactivity disorder)
I can't sit still during meetings it drives me crazy.,ADHD( Attention deficit hyperactivity disorder)
Why do I keep misplacing my phone even when its right next to me?,ADHD( Attention deficit hyperactivity disorder)
I keep misplacing my phone even when its right next to me.,ADHD( Attention deficit hyperactivity disorder)
How can I zone out during a conversation without realizing it?,ADHD( Attention deficit hyperactivity disorder)
I can't seem to zone out during a conversation without realizing it.,ADHD( Attention deficit hyperactivity disorder)
"No matter how hard I try to plan, deadlines sneak up on me.",ADHD( Attention deficit hyperactivity disorder)
"No matter how hard I try to plan, deadlines always sneak up on me.",ADHD( Attention deficit hyperactivity disorder)
I start a project with excitement but rarely finish it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i,ADHD( Attention deficit hyperactivity disorder)
I start a project with excitement but rarely finish it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of passion for it. i have a lot of enthusiasm for it. i,ADHD( Attention deficit hyperactivity disorder)
I interrupt people without meaning toit just blurts out...................................................,ADHD( Attention deficit hyperactivity disorder)
"I interrupt people without meaning toit just blurts out..........................,........................",ADHD( Attention deficit hyperactivity disorder)
I feel like my thoughts are racing in ten directions at once.,ADHD( Attention deficit hyperactivity disorder)
I feel like my thoughts are racing in ten directions at the same time.,ADHD( Attention deficit hyperactivity disorder)
I forget what I was about to do the moment I stand up.,ADHD( Attention deficit hyperactivity disorder)
I forget what I was about to do the moment i stand up.,ADHD( Attention deficit hyperactivity disorder)
Some days i feel invincible while other days i can't get out of bed.,Bipolar Disorder
"Some days i feel invincible, other days i can't get out of bed.",Bipolar Disorder
I go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i,Bipolar Disorder
I go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week. i go from super productive to totally drained within a week.,Bipolar Disorder
I sometimes go on shopping sprees and regret it later.,Bipolar Disorder
I sometimes go on shopping sprees and regret it later on.,Bipolar Disorder
There are nights when I don't sleep and still feel full of energy.,Bipolar Disorder
There are nights when i don't sleep and still feel full of energy.,Bipolar Disorder
I feel like I'm either flying or drowningtheres no inbetween.,Bipolar Disorder
I feel like im either flying or drowningtheres no inbetween.,Bipolar Disorder
I talk quickly and jump between topics when I'm up.,Bipolar Disorder
I talk quickly and jump between topics when im up.,Bipolar Disorder
I feel incredibly creative and inspired then it all disappears.,Bipolar Disorder
When I feel incredibly creative and inspired then it all disappears.,Bipolar Disorder
How can I explain how my energy vanishes for no reason?,Bipolar Disorder
How can I explain how my energy disappears for no reason?,Bipolar Disorder
I write pages of ideas one week and then hate all of them the next week. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it.,Bipolar Disorder
I write pages of ideas one week and then hate all of them the next week. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it. I hate it.,Bipolar Disorder
I feel overly confident about things i later realize were risky.,Bipolar Disorder
I feel overly confident about things I later realize were risky.,Bipolar Disorder
I hate when people suddenly change plans on meit really throws me off.,Autism Spectrum Disorder (ASD)
I hate when people suddenly change their plans on meit really throws me off.,Autism Spectrum Disorder (ASD)
I don't always understand sarcasm or jokes.,Autism Spectrum Disorder (ASD)
I don't always understand sarcasm or jokes. i don't always understand sarcasm or jokes.,Autism Spectrum Disorder (ASD)
Too many noises at once make my brain feel scrambled.,Autism Spectrum Disorder (ASD)
Too many sounds at once make my brain feel scrambled.,Autism Spectrum Disorder (ASD)
How do I avoid eye contact without realizing it?,Autism Spectrum Disorder (ASD)
How can I avoid eye contact without realizing it?,Autism Spectrum Disorder (ASD)
I can't keep up with group conversations. They are exhausting.,Autism Spectrum Disorder (ASD)
How do I keep up with group conversations?,Autism Spectrum Disorder (ASD)
I memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize scripts for social interaction. i memorize,Autism Spectrum Disorder (ASD)
I memorize scripts for social interactions. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i memorize them. i,Autism Spectrum Disorder (ASD)
Bright lights make me super uncomfortable.,Autism Spectrum Disorder (ASD)
Why do bright lights make me uncomfortable?,Autism Spectrum Disorder (ASD)
I get obsessed with one topic for weeks or months.,Autism Spectrum Disorder (ASD)
I get obsessed with one topic for weeks or months. I can't stop thinking about it.,Autism Spectrum Disorder (ASD)
How do you tell what someone is feeling from their face?,Autism Spectrum Disorder (ASD)
How can you tell what someone is feeling from their face?,Autism Spectrum Disorder (ASD)
I stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i,Autism Spectrum Disorder (ASD)
i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. i stim by tapping my fingers or rocking back and forth. ,Autism Spectrum Disorder (ASD)
I wash my hands until they bleed just to feel clean enough.,Obsessive-Compulsive Disorder (OCD)
I wash my hands until they bleed just to feel clean enough. i wash my hands until they bleed just to feel clean enough.,Obsessive-Compulsive Disorder (OCD)
If I don't check the door three times i panic all day.,Obsessive-Compulsive Disorder (OCD)
If i don't check the door three times i panic all day.,Obsessive-Compulsive Disorder (OCD)
My thoughts tell me something bad will happen if i don't follow a ritual............................................... ,Obsessive-Compulsive Disorder (OCD)
My thoughts tell me something bad will happen if i don't follow a ritual...............................................,Obsessive-Compulsive Disorder (OCD)
I cant step on sidewalk cracks without feeling intense anxiety.,Obsessive-Compulsive Disorder (OCD)
I can't step on sidewalk cracks without feeling intense anxiety.,Obsessive-Compulsive Disorder (OCD)
I repeat prayers in my head to cancel out bad thoughts.,Obsessive-Compulsive Disorder (OCD)
I repeat prayers in my head to cancel out bad thoughts. Is there a way to do this?,Obsessive-Compulsive Disorder (OCD)
I get stuck counting objects over and over again.,Obsessive-Compulsive Disorder (OCD)
I get stuck counting objects over and over again. How can I solve this problem?,Obsessive-Compulsive Disorder (OCD)
i rewrite sentences multiple times until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. ,Obsessive-Compulsive Disorder (OCD)
i rewrite sentences multiple times until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences until they feel right. i rewrite sentences. i rewrite,Obsessive-Compulsive Disorder (OCD)
I have to arrange items symmetrically or i get overwhelmed.,Obsessive-Compulsive Disorder (OCD)
I have to arrange items symmetrically or I get overwhelmed.,Obsessive-Compulsive Disorder (OCD)
I worry ill accidentally hurt someone even though i never would.................................................. ,Obsessive-Compulsive Disorder (OCD)
I worry ill accidentally hurt someone even though i never would..................................................,Obsessive-Compulsive Disorder (OCD)
I clean my room obsessively but never feel satisfied.,Obsessive-Compulsive Disorder (OCD)
I clean my room everyday but never feel satisfied.,Obsessive-Compulsive Disorder (OCD)
I hear voices telling me things even when im alone.,Schizophrenia
I can hear voices telling me things even when im alone.,Schizophrenia
I feel like tv is sending me a secret message.,Schizophrenia
I feel like the TV is sending me a secret message.,Schizophrenia
I know people are watching me but I don't know why.,Schizophrenia
"I know people are watching me, but I don't know why.",Schizophrenia
I can't tell what's real anymore.,Schizophrenia
I can't tell what is real anymore.,Schizophrenia
My thoughts feel like they are being controlled by someone else.,Schizophrenia
I feel like my thoughts are being controlled by someone else.,Schizophrenia
I have trouble understanding what others are sayingit doesn't make sense.,Schizophrenia
I have trouble understanding what others are sayingit doesnt make sense.,Schizophrenia
I think the government is monitoring my thoughts. I think the government is monitoring my thoughts.,Schizophrenia
I think the government is monitoring my thoughts.,Schizophrenia
My brain feels like its full of static.,Schizophrenia
My brain feels like it's full of static.,Schizophrenia
Why do I feel disconnected from my body?,Schizophrenia
I feel disconnected from my body.,Schizophrenia
"I don't trust anyone, not even my family.",Schizophrenia
"I dont trust anyone, not even my family.",Schizophrenia
Why do loud noises make me panic?,Post-Traumatic Stress Disorder (PTSD)
Why do loud noises make me panic? They remind me of what happened.,Post-Traumatic Stress Disorder (PTSD)
I keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having,Post-Traumatic Stress Disorder (PTSD)
I keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day. i keep having flashbacks to that day.,Post-Traumatic Stress Disorder (PTSD)
I avoid going near that streetit brings back too much.,Post-Traumatic Stress Disorder (PTSD)
I avoid going near that streetit brings back too much. i avoid going near that streetit brings back too much.,Post-Traumatic Stress Disorder (PTSD)
I wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up,Post-Traumatic Stress Disorder (PTSD)
I wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. i wake up sweating from nightmares. I wake up sweat,Post-Traumatic Stress Disorder (PTSD)
My heart beats whenever I hear something similar to that sound.,Post-Traumatic Stress Disorder (PTSD)
My heart races whenever I hear something similar to that sound.,Post-Traumatic Stress Disorder (PTSD)
I try not to think about it but it keeps coming back.,Post-Traumatic Stress Disorder (PTSD)
I try not to think about it but it keeps coming back. I try not to think about it but it keeps coming back.,Post-Traumatic Stress Disorder (PTSD)
I feel numb most of the time.,Post-Traumatic Stress Disorder (PTSD)
Why do I feel numb most of the time?,Post-Traumatic Stress Disorder (PTSD)
I get startled really easily now.,Post-Traumatic Stress Disorder (PTSD)
I get really startled really easily now.,Post-Traumatic Stress Disorder (PTSD)
I can't stop scanning for threats even when im safe.,Post-Traumatic Stress Disorder (PTSD)
I cant stop scanning for threats even when im safe.,Post-Traumatic Stress Disorder (PTSD)
I don't feel like myself anymore.,Post-Traumatic Stress Disorder (PTSD)
I dont feel like myself anymore.,Post-Traumatic Stress Disorder (PTSD)
I skipped lunch again today. I just wasnt hungry.,Eating Disorder
I skipped lunch again today i just wasnt hungry.,Eating Disorder
I feel guilty whenever I eat something with sugar.,Eating Disorder
I feel guilty every time I eat something with sugar.,Eating Disorder
Sometimes I make myself throw up after a big meal.,Eating Disorder
Sometimes I make myself throw up after big meals.,Eating Disorder
I weigh myself five times a day.,Eating Disorder
I weigh myself 5 times a day.,Eating Disorder
Why don't I eat in front of others anymore?,Eating Disorder
I don't eat in front of others anymore.,Eating Disorder
I have memorized the calorie count of everything I eat. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ,Eating Disorder
I have memorized the calorie count of everything I eat. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate. I can't remember what I ate.,Eating Disorder
Even when im starving i force myself to wait longer.,Eating Disorder
Even when I am starving i force myself to wait longer.,Eating Disorder
I avoid social gatherings where food is involved.,Eating Disorder
i avoid social gatherings where food is involved.,Eating Disorder
I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long.,Eating Disorder
I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long. I can't stop thinking about food all day long.,Eating Disorder
I skipped lunch again today. I just wasnt hungry.,Eating Disorder
I skipped lunch again today i just wasnt hungry.,Eating Disorder
I've been checking my email every two minutes just to make sure I didn't miss anything. I've been checking my email every two minutes just to make sure I didn't miss anything.,Anxiety
I've been checking my email every two minutes just to make sure I didn't miss anything. I've been checking my email every two minutes just to make sure i didn't miss anything.,Anxiety
I can replay conversations in my head over and over again.,Anxiety
I replay conversations in my head over and over again.,Anxiety
I feel a lump in my throat when I try to relax.,Anxiety
I feel a lump in my throat when i try to relax.,Anxiety
I can't concentrate because im constantly worrying about what will happen next.,Anxiety
I can't concentrate because im constantly worrying about what's next.,Anxiety
I avoid making plans because i worry ill mess them up.................................................. ,Anxiety
I avoid making plans because i fear ill mess them up.................................................. ,Anxiety
Even small mistakes make me feel panicked.,Anxiety
Even small mistakes make me panicked.,Anxiety
I'm always on edge like something is going wrong.,Anxiety
I always feel like something is going wrong. Im always on edge.,Anxiety
I find it hard to breathe when im thinking about the future.,Anxiety
I find it hard to breathe when I am thinking about the future.,Anxiety
I keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i,Anxiety
I keep rehearsing worst case scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i keep rehearsing worstcase scenarios in my mind. i,Anxiety
I get sick from worrying too much.,Anxiety
I get physically sick from worrying too much.,Anxiety
I avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i,Depression
I avoid people because i dont want to bring them down. i avoid people because i don't want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down. i avoid people because i dont want to bring them down.,Depression
Why do I cry so much without knowing why?,Depression
Why do I cry so much without knowing?,Depression
I feel like im stuck in a dark place i can't get out of.,Depression
I feel like im stuck in a dark place i cant get out of.,Depression
Nothing feels real or meaningful anymore.,Depression
Nothing feels real anymore.,Depression
I feel disconnected from everyone and everything.,Depression
I feel disconnected from everyone and everything. I feel disconnected from everything.,Depression
When was the last time you felt happy?,Depression
I can't remember the last time I felt happy.,Depression
I pretend to be okay even though im not.,Depression
I pretend to be okay even though im not sure what to do.,Depression
I feel guilty for not being strong enough to feel better.,Depression
I feel guilty for not being strong enough to feel better. I feel guilty for not being strong enough to feel better.,Depression
I stare at the wall for hours without realizing it.,Depression
I stare at a wall for hours without realizing it.,Depression
I feel like I'm failing at life.,Depression
I feel like I am failing at life.,Depression
I lose track of time and end up rushing everything.,ADHD( Attention deficit hyperactivity disorder)
"When I lose track of time, I end up rushing everything.",ADHD( Attention deficit hyperactivity disorder)
Even in quiet settings my brain feels loud and chaotic.,ADHD( Attention deficit hyperactivity disorder)
"Even in quiet settings, my brain feels loud and chaotic.",ADHD( Attention deficit hyperactivity disorder)
I have ten browser tabs open and can't focus on any of them. What should I do?,ADHD( Attention deficit hyperactivity disorder)
I have ten browser tabs open and can't focus on any of them. How can I fix this?,ADHD( Attention deficit hyperactivity disorder)
I bounce my legs or tap my fingers constantly i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i,ADHD( Attention deficit hyperactivity disorder)
I bounce my legs or tap my fingers constantly i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i can't stop i bounce my legs or tap my,ADHD( Attention deficit hyperactivity disorder)
Reading books is hardi reread the same page often.,ADHD( Attention deficit hyperactivity disorder)
Reading books is hardi reread the same page many times.,ADHD( Attention deficit hyperactivity disorder)
I get overwhelmed by simple organizational tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks. i get overwhelmed by simple organizational tasks.,ADHD( Attention deficit hyperactivity disorder)
I get overwhelmed by simple organizational tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks. i get overwhelmed by simple tasks.,ADHD( Attention deficit hyperactivity disorder)
My room turns into a mess no matter how much I clean it.,ADHD( Attention deficit hyperactivity disorder)
My room turns into a mess no matter how much i clean it.,ADHD( Attention deficit hyperactivity disorder)
How do I remember appointments and plans?,ADHD( Attention deficit hyperactivity disorder)
How do I remember my appointments and plans?,ADHD( Attention deficit hyperactivity disorder)
I speak without thinking and regret it later.,ADHD( Attention deficit hyperactivity disorder)
I speak without thinking and regret it later on.,ADHD( Attention deficit hyperactivity disorder)
I can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus,ADHD( Attention deficit hyperactivity disorder)
I can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline. i can't focus unless there's a looming deadline.,ADHD( Attention deficit hyperactivity disorder)
Sometimes I take on too many projects at once.,Bipolar Disorder
Sometimes I take on too many projects at the same time.,Bipolar Disorder
I get irritated when people try to slow me down during highs.,Bipolar Disorder
I get irritated when people try to slow me down during highs. Is this normal?,Bipolar Disorder
My emotions feel like a rollercoaster i cant control.,Bipolar Disorder
My emotions feel like a rollercoaster i can't control.,Bipolar Disorder
I made major life decisions in a moment of excitement. ive made major decisions in a moment of excitement.,Bipolar Disorder
I made major life decisions in a moment of excitement. ive made major life decisions in a moment of excitement.,Bipolar Disorder
I've gone days without sleeping and still felt amazing.,Bipolar Disorder
I have gone days without sleeping and still felt amazing.,Bipolar Disorder
When I'm low i can't find joy in the things i love.,Bipolar Disorder
When I'm low i can't find any joy in the things i love.,Bipolar Disorder
I can isolate myself for days without telling anyone.,Bipolar Disorder
Sometimes i isolate myself for days without telling anyone.,Bipolar Disorder
I feel like im not myself half the time.,Bipolar Disorder
I feel like I'm not myself half the time.,Bipolar Disorder
"People say i change too fast, they don't understand it.",Bipolar Disorder
Why do people say i change too fast?,Bipolar Disorder
i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or,Bipolar Disorder
I have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create nonstop. i have periods where i write or create,Bipolar Disorder
I don't like it when someone touches me unexpectedly.,Autism Spectrum Disorder (ASD)
I don't like it when someone touches me unexpectedly. I don't like it.,Autism Spectrum Disorder (ASD)
I'd rather stick to the same routine every day. id rather stick to the same routine every day.,Autism Spectrum Disorder (ASD)
I'd rather stick to the same routine every day. i'd rather stick to the same routine every day.,Autism Spectrum Disorder (ASD)
I talk a lot about things I love and forget to ask questions about them.,Autism Spectrum Disorder (ASD)
I talk a lot about things I love and forget to ask questions about them. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a girl. I'm a,Autism Spectrum Disorder (ASD)
I find loud cafeterias or classrooms overwhelming.,Autism Spectrum Disorder (ASD)
I find loud cafeterias overwhelming or classrooms overwhelming.,Autism Spectrum Disorder (ASD)
How can I mimic other peoples speech patterns?,Autism Spectrum Disorder (ASD)
How do I mimic other peoples speech patterns?,Autism Spectrum Disorder (ASD)
How do I filter out background noise?,Autism Spectrum Disorder (ASD)
How can I filter out background noise?,Autism Spectrum Disorder (ASD)
I take things very literallyit confuses me when people dont mean what they say.,Autism Spectrum Disorder (ASD)
I take things very literallyit confuses me when people don't mean what they say.,Autism Spectrum Disorder (ASD)
I find transitions between tasks really difficult for me.,Autism Spectrum Disorder (ASD)
I find transitions between tasks really difficult.,Autism Spectrum Disorder (ASD)
I often feel like im watching a conversation instead of being in it.,Autism Spectrum Disorder (ASD)
I often feel like I'm watching a conversation instead of being in it.,Autism Spectrum Disorder (ASD)
I zone out in social settings but dont mean to be rude.,Autism Spectrum Disorder (ASD)
I zone out in social settings but don't mean to be rude.,Autism Spectrum Disorder (ASD)
If someone moves my stuff i feel completely thrown off.,Obsessive-Compulsive Disorder (OCD)
"If someone moves my stuff, I feel completely thrown off.",Obsessive-Compulsive Disorder (OCD)
I reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i,Obsessive-Compulsive Disorder (OCD)
I reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times before sending them. i reread messages dozens of times. i reread,Obsessive-Compulsive Disorder (OCD)
I check my stove every night even if I haven't cooked.,Obsessive-Compulsive Disorder (OCD)
I check the stove every night even if i haven't cooked.,Obsessive-Compulsive Disorder (OCD)
I avoid using public restrooms due to contamination fears.,Obsessive-Compulsive Disorder (OCD)
I avoid using public restrooms due to contamination fears. i avoid using public restrooms due to contamination fears.,Obsessive-Compulsive Disorder (OCD)
I'm haunted by thoughts i don't want. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm,Obsessive-Compulsive Disorder (OCD)
I'm haunted by thoughts i don't want. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm afraid. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm scared. I'm,Obsessive-Compulsive Disorder (OCD)
I repeat certain phrases to undo bad luck.,Obsessive-Compulsive Disorder (OCD)
How do I undo bad luck?,Obsessive-Compulsive Disorder (OCD)
I tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to,Obsessive-Compulsive Disorder (OCD)
I tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap objects in a certain sequence to feel okay. i tap things in a certain sequence to,Obsessive-Compulsive Disorder (OCD)
